"Code";"Product label";"Exported value in 2003";"Exported value in 2004";"Exported value in 2005";"Exported value in 2006";"Exported value in 2007";"Exported value in 2008";"Exported value in 2009";"Exported value in 2010";"Exported value in 2011";"Exported value in 2012";"Exported value in 2013";"Exported value in 2014";"Exported value in 2015";"Exported value in 2016";"Exported value in 2017";"Exported value in 2018";"Exported value in 2019";"Exported value in 2020";"Exported value in 2021";"Exported value in 2022"
"'8302";"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, ...";665;281;2041;382;464;427;1825;244;509;1306;552;1674;2555;3973;4668;8217;7439;16699;19084;21269
"'0511";"Animal products n.e.s.; dead animals of all types, unfit for human consumption";21;32;52;82;300;170;2028;6145;3050;5736;6524;9614;14310;9272;1692;3295;5739;5523;3394;21187
"'6107";"Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar ...";43514;41249;21591;23305;24907;24512;14314;13964;12079;7547;4436;4169;3111;5481;4982;3083;1417;866;10742;21162
"'2008";"Fruits, nuts and other edible parts of plants, prepared or preserved, whether or not containing ...";18044;18977;17795;20196;23899;24007;23225;22486;24678;20238;23996;26602;21188;26420;21543;25580;21315;16528;22787;20964
"'8547";"Insulating fittings for electrical machines, appliances or equipment, being fittings wholly ...";1004;153;320;1474;1785;416;1570;805;573;1262;1606;45302;106152;97115;116234;74731;89155;88397;62185;20486
"'7204";"Ferrous waste and scrap; remelting scrap ingots of iron or steel (excl. slag, scale and other ...";34044;85258;63555;41299;49007;89138;15426;45420;24785;14321;33528;32299;12293;15960;10187;10802;9878;6708;21865;20479
"'6111";"Babies' garments and clothing accessories, knitted or crocheted (excl. hats)";20459;16403;12924;11739;8955;6543;6786;5389;15194;12759;17730;22273;13034;16611;14120;10437;8257;4286;18724;20274
"'4203";"Articles of apparel and clothing accessories, of leather or composition leather (excl. footware ...";28314;27632;29932;24676;28648;31571;29708;29681;30007;31276;24796;22640;18563;19513;19127;17733;16633;15330;16793;19572
"'9405";"Luminaires and lighting fittings, incl. searchlights and spotlights, and parts thereof, n.e.s; ...";11059;12232;14083;15237;20657;19443;14448;18169;16360;18061;13344;18944;12848;14132;15439;18614;16504;11234;19315;19536
"'1905";"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...";937;1472;1691;1642;4396;4481;3425;5118;4344;4346;5147;7584;8368;8117;10013;11905;13898;10752;18798;19455
"'6802";"Monumental or building stone, natural (excl. slate), worked, and articles; mosaic cubes etc. ...";1166;1575;1587;2381;3203;2865;1801;1182;1136;1120;2294;17904;6418;9001;10414;15153;12209;14140;20771;19405
"'6302";"Bedlinen, table linen, toilet linen and kitchen linen of all types of textile materials (excl. ...";17084;17317;11246;7717;6988;5656;4202;2961;8688;11691;15032;14247;10336;9704;10536;10015;13186;8114;13831;19380
"'8507";"Electric accumulators, incl. separators therefor, whether or not square or rectangular; parts ...";731;1103;1429;644;1489;2523;1085;452;616;2353;4187;4109;7520;7224;10633;12354;10528;13899;15603;19228
"'5702";"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made ...";2972;4624;5599;6179;4855;4621;3783;4693;4828;4749;5783;8629;9433;10464;12863;15444;11942;10490;16018;19209
"'9032";"Regulating or controlling instruments and apparatus (excl. taps, cocks and valves of heading ...";37353;12222;15118;22374;16822;22793;16112;14632;3394;294;4808;5751;10882;12927;12166;21374;32805;22045;15305;18681
"'2202";"Waters, incl. mineral waters and aerated waters, containing added sugar or other sweetening ...";7591;12208;23629;10748;9316;7452;9139;7446;8261;11838;16326;18291;17955;10418;12201;13485;13934;12490;17912;18635
"'7318";"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter pins, washers, incl. ...";832;797;1075;1024;10734;3368;11454;8854;11658;13450;13671;14639;12297;9162;9901;14788;16500;16219;18701;18455
"'2616";"Precious-metal ores and concentrates";1;1194;0;0;0;0;0;860;0;478;0;3782;3471;3823;7524;1127;3975;4966;19308;17790
"'0707";"Cucumbers and gherkins, fresh or chilled";1230;1393;1732;3535;4618;1886;1832;1892;1827;3482;4072;9643;9277;7550;3810;5371;5314;5458;9356;17762
"'0305";"Fish, fit for human consumption, dried, salted or in brine; smoked fish, fit for human consumption, ...";4810;4786;5324;4926;3571;3398;4645;2407;6828;6145;6799;11148;12826;14937;14139;12824;11929;15320;21181;17446
"'5505";"Waste of man-made staple fibres, incl. noils, yarn waste and garnetted stock";2835;3257;5195;5302;6584;5979;4737;5204;10555;3757;4362;6770;4126;4921;4459;4158;2117;3405;10407;17443
"'6108";"Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, n�glig�s, bathrobes, ...";100282;91957;75281;64800;77372;81522;62568;51662;44044;29002;23799;22719;15748;18669;21991;19321;14805;12427;16331;17373
"'6301";"Blankets and travelling rugs of all types of textile materials (excl. table covers, bedspreads ...";2380;8403;8622;9725;6690;4237;20583;84582;75211;88500;22903;4805;3799;5857;7800;9966;9663;10642;15479;17345
"'0704";"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled";9;114;336;1500;1631;1867;1186;1512;2457;2983;3594;3601;5156;4170;5629;6529;8947;10654;16225;16919
"'0602";"Live plants incl. their roots, cuttings and slips; mushroom spawn (excl. bulbs, tubers, tuberous ...";953;1780;2719;4124;4362;5242;3394;4602;4659;5353;4692;6278;4933;8482;10809;16083;20214;16947;15702;16319
"'8525";"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception ...";1087;1018;3583;1147;1003;2865;908;3392;3528;37355;40731;33650;7442;8064;3940;9158;1053;6468;27277;16317
"'7402";"Copper, unrefined; copper anodes for electrolytic refining";0;0;0;0;0;1;3;27;186;5695;5715;1151;0;0;96;115;0;376;16861;15995
"'6208";"Women's or girls' singlets and other vests, slips, petticoats, briefs, panties, nightdresses, ...";15786;16416;20019;20576;27513;26082;20865;20519;19443;19747;18972;24814;24878;30288;36588;26047;28284;15329;22045;15545
"'7601";"Unwrought aluminium";307;0;228;6;0;0;66;4;162;430;957;898;3970;3184;5222;5475;4189;4345;15379;15445
"'4602";"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or ...";5663;4900;4096;4526;5556;4229;3804;4944;5279;4050;4310;5933;6002;6165;6894;8628;8551;6541;12912;15417
"'2001";"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ...";11136;12666;11498;9309;9729;13046;11793;11085;11285;13102;13203;15147;13502;14603;17281;17147;14404;13795;11351;15381
"'6006";"Fabrics, knitted or crocheted, of a width of > 30 cm (excl. warp knit fabrics ""incl. those ...";1931;2397;2093;8382;12312;8939;7352;8492;13002;6170;11257;9495;9342;7344;11924;11560;13419;14181;14813;15135
"'5516";"Woven fabrics of artificial staple fibres";2391;1698;2593;2115;4889;3449;2395;1194;1834;1385;3946;5714;4254;4075;3879;5617;6621;11487;8235;15103
"'4201";"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ...";1210;1721;2179;2438;2750;3007;2542;3511;4378;4447;5621;5728;5368;10466;12309;14143;12990;11997;16127;14985
"'0909";"Seeds of anis, badian, fennel, coriander, cumin or caraway; juniper berries";1915;2885;3838;2172;5445;10430;7902;8084;9235;6700;9468;13646;9039;7928;8054;7559;9797;11664;16233;14970
"'0706";"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, fresh ...";410;695;1179;1162;2533;3694;2811;2723;4742;4692;4865;4164;5296;6045;5785;7698;7704;10523;13643;14954
"'0406";"Cheese and curd";41861;48558;72628;98309;97675;94365;94971;92529;89804;113519;140093;125554;105035;93483;65199;56838;50673;28772;20471;14938
"'3920";"Plates, sheets, film, foil and strip, of non-cellular plastics, not reinforced, laminated, ...";615;1158;1650;620;2039;2845;2015;2166;3581;3326;2974;3877;3704;4278;4611;5606;9283;7651;13793;14606
"'6112";"Track-suits, ski-suits and swimwear, knitted or crocheted";25396;19900;15077;11408;13826;14895;7859;6304;13254;11616;11236;13172;13036;13855;18117;20384;16563;9383;10455;14507
"'3921";"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...";4660;4739;4850;5402;6114;6723;6757;6632;7984;8982;6394;15169;14236;13890;17182;19444;15396;15415;16162;14366
"'8479";"Machines and mechanical appliances having individual functions, not specified or included elsewhere ...";1319;848;2265;3175;7081;11259;17437;5521;20216;23624;42249;50727;41972;32015;35693;15381;11293;11066;15037;14318
"'6404";"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ...";5687;8079;8216;5956;5395;6764;9764;7935;8921;10405;8421;11034;16216;11890;6697;16521;15186;10595;11365;14253
"'8301";"Padlocks and locks ""key, combination or electrically operated"", of base metal; clasps and frames ...";7129;4084;3831;1655;624;555;706;1300;2361;2205;2381;2543;2251;2545;2736;3425;2561;2340;7114;14116
"'2501";"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ...";1508;3414;3862;6730;2790;3499;6072;10273;27345;4638;11908;10705;14444;14002;11812;20567;22691;5711;6477;14068
"'6102";"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...";4369;3210;4890;4175;3254;4841;5880;4309;9567;9145;5744;10410;14098;22285;31907;28109;26981;14348;17789;13975
"'3208";"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ...";3818;3700;3974;3948;5789;6506;6876;8011;7388;8323;12166;13351;11047;11946;13562;12291;14412;12319;15250;13837
"'4418";"Builders' joinery and carpentry, of wood, incl. cellular wood panels, assembled flooring panels, ...";1092;1517;1443;1105;1088;1208;6626;1251;2049;1444;2377;6623;5259;4145;6641;11072;10015;12633;16884;13623
"'5407";"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ...";3475;3546;3612;6758;4177;3990;3008;2708;2943;3026;3777;3755;3348;3372;5376;6728;7259;10338;8727;13598
"'0701";"Potatoes, fresh or chilled";12996;19327;15446;12604;18518;23600;5469;9623;9678;7669;15426;16622;7885;15407;11768;11393;24597;10549;11079;13572
"'2002";"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid";5590;8627;9556;7625;12806;12409;13372;10873;10173;8976;4609;5114;4647;5097;9251;12450;11799;8652;13273;13398
"'2811";"Inorganic acids and inorganic oxygen compounds of non-metals (excl. hydrogen chloride ""hydrochloric ...";3360;1969;536;573;5167;3212;4625;4657;6690;5510;6317;5567;12002;7304;8133;7049;9899;10714;13114;13160
"'2404";"Products containing tobacco, reconstituted tobacco, nicotine, or tobacco or nicotine substitutes, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12681
"'2009";"Fruit juices, incl. grape must, and vegetable juices, unfermented, not containing added spirit, ...";5814;1190;288;622;823;2110;2803;2612;5212;8224;6175;10061;6354;4596;12311;14654;13448;5859;8193;12633
"'2938";"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other ...";3110;5514;5375;7046;7336;10434;10016;9728;10284;10694;11850;11798;9398;10128;14958;16994;14677;11428;17667;12309
"'3102";"Mineral or chemical nitrogenous fertilisers (excl. those in tablets or similar forms, or in ...";262;126;140;668;466;3962;205;602;63;417;352;256;243;946;1411;2744;1746;2366;4341;12246
"'1518";"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...";0;8;68;7;0;161;149;188;724;2423;2152;1460;2871;2094;2994;2505;3212;3610;7202;12246
"'0106";"Live animals (excl. horses, asses, mules, hinnies, bovine animals, swine, sheep, goats, poultry, ...";2206;2293;2285;3151;5177;3484;3366;4158;5229;6318;5144;8438;5370;4934;6320;9653;11669;13524;14281;12170
"'3104";"Mineral or chemical potassic fertilisers (excl. those in tablets or similar forms, or in packages ...";0;11;0;12;0;60;0;8;38;21;85;13;28;51;5;393;4516;43;17010;12155
"'8414";"Air or vacuum pumps (excl. gas compound elevators and pneumatic elevators and conveyors); air ...";1689;1400;1511;827;3472;1760;1603;1293;2590;2115;3023;2511;2414;2249;3258;3499;3413;7471;11004;11951
"'8480";"Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ...";502;234;672;556;1710;1636;5277;3179;3184;3251;809;3400;3349;3234;4901;6222;16160;12660;14090;11868
"'6401";"Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which ...";3706;3286;5054;8731;4636;5476;8342;6809;9376;9860;9794;11522;7311;6883;9315;7831;8090;3838;9534;11736
"'3924";"Tableware, kitchenware, other household articles and toilet articles, of plastics (excl. baths, ...";357;796;825;886;1024;2020;2003;3845;5526;5082;4833;9507;10258;10596;12415;11677;10783;10405;9353;11626
"'7009";"Glass mirrors, whether or not framed, incl. rear-view mirrors (excl. optical mirrors, optically ...";1347;1254;706;1068;748;794;586;489;344;339;400;360;363;563;872;1222;1066;969;3889;11141
"'4501";"Natural cork, raw or merely surface-worked or otherwise cleaned; cork waste; crushed, powdered ...";16512;11609;7468;8144;7752;6099;3166;3745;5362;7017;7239;8010;6329;5957;4505;8124;10536;6235;6427;11098
"'5804";"Tulles and other net fabrics (excl. woven, knitted or crocheted fabrics); lace in the piece, ...";1036;438;558;921;856;1010;1454;2266;4515;9412;9894;10688;5703;5613;5189;11705;6269;4623;9661;11061
"'6105";"Men's or boys' shirts, knitted or crocheted (excl. nightshirts, T-shirts, singlets and other ...";10895;14417;13656;12558;13628;16150;746;1315;3012;448;756;1665;2090;3760;1493;8923;7889;6227;10712;10998
"'3823";"Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols";932;696;936;856;1535;2375;1029;3900;6809;3719;4391;2581;1836;2027;3065;3185;3301;6323;9347;10728
"'6115";"Pantyhose, tights, stockings, socks and other hosiery, incl. graduated compression hosiery ...";21575;23950;28964;20660;28533;22158;17102;23665;28231;24783;22794;24927;17290;14283;14934;13023;11088;9883;7140;10640
"'4907";"Unused postage, revenue or similar stamps of current or new issue in the country in which they ...";55;31;4;7893;7806;0;30;0;35;87;458;2214;389;500;536;1060;618;526;1886;10589
"'9018";"Instruments and appliances used in medical, surgical, dental or veterinary sciences, incl. ...";2203;2579;1163;1429;1737;2654;7372;3554;5351;4533;6972;13723;13957;13206;16229;11413;16370;16784;16872;10416
"'8516";"Electric instantaneous or storage water heaters and immersion heaters; electric space-heating ...";15;59;55;49;121;878;1108;738;6122;1202;1677;1263;874;331;837;1584;1672;2006;6761;10388
"'5402";"Synthetic filament yarn, incl. synthetic monofilaments of < 67 decitex (excl. sewing thread ...";570;1463;1619;2341;2389;2226;2025;5623;10539;6750;10267;10199;8370;6771;5668;7513;8605;8266;8236;10211
"'1517";"Margarine, other edible mixtures or preparations of animal or vegetable fats or oils and edible ...";2457;2203;1582;2031;2054;1784;2239;928;8595;359;1632;1783;1562;12130;13668;9856;5121;3415;22013;10186
"'4503";"Articles of natural cork (excl. cork in square or rectangular blocks, plates, sheets or strips; ...";13115;12694;11507;8951;9905;10021;8846;8538;6382;6987;9053;13178;12446;15534;11369;13362;12305;7212;6551;10115
"'3307";"Shaving preparations, incl. pre-shave and aftershave products, personal deodorants, bath and ...";180;265;278;436;623;896;500;276;486;686;720;847;1250;2475;5281;3258;7050;8534;11136;10106
"'0304";"Fish fillets and other fish meat, whether or not minced, fresh, chilled or frozen";16881;5410;4013;4989;7526;6104;3209;3350;2785;2385;6986;6446;5709;6563;6382;7592;8372;4791;6245;10006
"'4823";"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a ...";371;652;458;408;258;324;2724;984;2532;2401;4687;6630;6016;7061;8113;7556;7539;8000;9355;9798
"'5806";"Narrow woven fabrics of textile materials, with a width of <= 30 cm (excl. labels, badges and ...";1934;1224;2480;3403;2960;1164;1208;727;627;938;2723;2658;2678;3015;2820;4766;5356;7252;5565;9750
"'4808";"Corrugated paper and paperboard ""with or without glued flat surface sheets"", creped, crinkled, ...";45;33;12;8;6;0;24;22;2386;3292;2355;6707;5464;4663;4850;6364;6744;6452;7469;9688
"'0910";"Ginger, saffron, turmeric ""curcuma"", thyme, bay leaves, curry and other spices (excl. pepper ...";1393;1848;1851;2273;2710;4391;9130;5599;5658;6712;7970;8376;8193;7692;7493;7279;7804;7617;9459;9606
"'4114";"Chamois leather, incl. combination chamois leather (excl. glac�-tanned leather subsequently ...";6983;2509;1520;1539;2316;3104;1877;3648;7453;5487;6142;5212;2738;1935;1227;2674;4189;3612;6385;9491
"'8535";"Electrical apparatus for switching or protecting electrical circuits, or for making connections ...";1054;3461;51706;114224;100313;120978;56651;4813;6198;3853;4665;4022;4172;4147;6544;5920;7235;7976;10106;9461
"'3401";"Soap; organic surface-active products and preparations for use as soap, in the form of bars, ...";1125;1673;1301;1116;2075;5220;5720;4989;7611;10831;15924;10447;9402;13828;16559;17505;16724;15113;16501;9426
"'2515";"Marble, travertine, ecaussine and other calcareous monumental or building stone of an apparent ...";4864;6889;6304;7511;9675;10358;8111;7791;6844;7747;11485;11558;10671;7922;8148;9885;6976;7345;11488;9341
"'0603";"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, ...";4254;1820;3707;4162;3759;3409;3627;4520;5311;4754;6021;8121;6552;7251;7650;7259;7945;8165;8292;9180
"'0806";"Grapes, fresh or dried";5389;9194;14028;18017;16551;18452;18150;16330;9827;13044;12318;11403;9858;9329;9029;7876;7063;7192;9185;9103
"'7113";"Articles of jewellery and parts thereof, of precious metal or of metal clad with precious metal ...";1082;3095;2190;2340;2818;4660;3645;4547;5962;5026;6494;7915;5946;6737;5492;5215;5534;3925;8044;9071
