"Code";"Product label";"Exported value in 2003";"Exported value in 2004";"Exported value in 2005";"Exported value in 2006";"Exported value in 2007";"Exported value in 2008";"Exported value in 2009";"Exported value in 2010";"Exported value in 2011";"Exported value in 2012";"Exported value in 2013";"Exported value in 2014";"Exported value in 2015";"Exported value in 2016";"Exported value in 2017";"Exported value in 2018";"Exported value in 2019";"Exported value in 2020";"Exported value in 2021";"Exported value in 2022"
"'9026";"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables ...";15;79;231;148;101;75;25;71;164;187;434;984;1024;226;780;475;803;867;1213;582
"'7418";"Table, kitchen or other household articles, sanitary ware, and parts thereof, of copper; pot ...";375;297;230;396;381;233;188;169;76;126;147;109;85;100;48;89;329;195;645;571
"'7607";"Aluminium foil, ""whether or not printed or backed with paper, paperboard, plastics or similar ...";188;599;14;82;23;51;167;57;35;8;28;16;195;147;298;294;414;171;518;556
"'9017";"Drawing, marking-out or mathematical calculating instruments, e.g. drafting machines, pantographs, ...";88;11;181;22;121;37;1789;46;25;78;14;80;165;251;259;102;145;149;270;541
"'4115";"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether ...";58;45;18;1219;8;12;0;4;7;7;0;9;48;25;1;0;2;3;229;536
"'1516";"Animal, vegetable or microbial fats and oils and their fractions, partly or wholly hydrogenated, ...";55;306;190;187;753;1415;333;145;1147;1064;1139;755;3210;1366;867;1683;1839;1890;316;531
"'8467";"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric ...";41;69;131;101;165;391;8717;9409;2641;861;1093;1175;1306;651;605;519;591;336;413;506
"'6216";"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ...";159;190;145;132;589;777;60;107;209;139;132;192;97;1446;531;376;359;306;675;505
"'2836";"Carbonates; peroxocarbonates ""percarbonates""; commercial ammonium carbonate containing ammonium ...";1;17;12;7;14;5;119;30;91;321;32;103;100;105;92;153;185;194;511;504
"'9101";"Wrist-watches, pocket-watches and other watches, incl. stop-watches, with case of precious ...";18;1;40;0;74;60;16;161;381;15;48;472;870;342;302;435;376;366;351;497
"'4417";"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...";0;0;0;2;0;0;2;3;69;149;192;180;310;461;436;434;448;307;292;493
"'7903";"Zinc dust, powders and flakes (excl. grains of zinc, and spangles of heading 8308)";48;53;84;227;291;100;81;547;72;64;116;181;113;190;374;337;220;277;331;489
"'1404";"Vegetable products, n.e.s.";19;32;14;28;217;127;33;61;137;98;258;375;561;461;564;562;595;524;476;487
"'3827";"Mixtures containing halogenated derivatives of methane, ethane or propane, n.e.s.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;484
"'1602";"Prepared or preserved meat, meat offal, blood or insects (excl. sausages and similar products, ...";0;3;80;65;935;1124;1019;711;1656;2770;3246;2874;1151;1527;820;583;263;661;477;483
"'8423";"Weighing machinery, incl. weight-operated counting or checking machines (excl. balances of ...";17;91;80;215;992;1649;735;601;120;170;200;289;236;152;223;178;287;485;373;481
"'8002";"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ...";0;0;0;0;347;275;69;0;226;110;9;53;82;35;0;87;21;154;388;475
"'2932";"Heterocyclic compounds with oxygen hetero-atom[s] only";0;71;0;0;175;292;553;438;316;439;695;436;274;196;399;338;326;423;436;475
"'3819";"Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ...";0;0;0;0;0;0;0;0;19;7;53;2;5;25;59;47;74;321;201;466
"'2617";"Ores and concentrates (excl. iron, manganese, copper, nickel, cobalt, aluminium, lead, zinc, ...";138;192;256;222;438;833;823;942;1018;1250;4390;3223;1026;1659;805;2989;4431;2354;450;463
"'8422";"Dishwashing machines; machinery for cleaning or drying bottles or other containers; machinery ...";1023;502;1274;1890;2448;1295;1699;2618;208;1381;2345;1648;2131;717;741;824;538;1102;746;462
"'3904";"Polymers of vinyl chloride or of other halogenated olefins, in primary forms";5352;5148;3516;1377;856;6162;673;599;633;295;157;1407;1085;777;3058;1586;248;2514;531;461
"'0808";"Apples, pears and quinces, fresh";120;350;120;44;180;1524;7;21;4;46;143;496;600;255;405;296;345;393;435;448
"'0204";"Meat of sheep or goats, fresh, chilled or frozen";1;0;0;0;2;4;12;212;146;0;59;0;4;16;19;113;3;5;96;447
"'5807";"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...";145;76;118;308;826;1514;1257;632;546;269;636;426;1384;624;693;804;908;877;430;447
"'3306";"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders; yarn used ...";575;630;1230;1050;1283;525;157;108;378;302;306;314;191;316;122;251;362;582;663;444
"'5801";"Woven pile fabrics and chenille fabrics (excl. terry towelling and similar woven terry fabrics, ...";2302;3987;2382;2926;5832;3235;1872;2926;3357;2695;2172;1830;1377;1388;1486;1647;1016;722;486;443
"'5805";"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ...";4;2;2;2;2;1;36;0;11;3;4;13;5;11;53;38;190;557;638;425
"'8470";"Calculating machines and pocket-size ""dimensions <= 170 mm x 100 mm x 45 mm"" data recording, ...";2048;5915;89;18;167;133;837;576;15;148;72;315;303;538;275;405;58;234;818;425
"'7320";"Springs and leaves for springs, of iron or steel (excl. clock and watch springs, springs for ...";41;79;94;126;272;1155;365;361;242;473;779;391;189;324;459;538;598;298;494;422
"'6704";"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair ...";0;0;33;386;68;133;69;49;147;93;64;91;20;100;119;127;89;247;392;418
"'2304";"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...";0;0;0;32;1190;2436;1402;0;0;0;0;3;0;0;20;85;108;0;58;415
"'7324";"Sanitary ware, and parts thereof, of iron or steel (excl. cans, boxes and similar containers ...";3;48;43;15;18;17;200;43;55;275;162;156;74;104;322;407;467;468;435;406
"'1104";"Cereal grains otherwise worked, e.g. hulled, rolled, flaked, pearled, sliced or kibbled; germ ...";0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;31;23;443;398
"'4820";"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ...";539;95;641;1157;1447;2261;2388;1259;2770;3108;1641;548;530;794;921;671;480;277;453;396
"'9015";"Surveying, incl. photogrammetrical surveying, hydrographic, oceanographic, hydrological, meteorological ...";32;78;180;57;189;2078;1991;114;287;137;150;582;323;121;448;1348;523;644;580;390
"'5808";"Braids of textile materials, in the piece; ornamental trimmings of textile materials, in the ...";454;316;271;494;479;572;418;495;389;215;387;849;816;781;504;204;513;717;463;389
"'3505";"Dextrins and other modified starches, e.g. pregelatinised or esterified starches; glues based ...";58;149;360;533;168;176;267;200;314;304;419;511;398;296;110;498;479;161;277;385
"'7312";"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel (excl. electrically ...";3554;1708;734;688;1009;938;830;399;1023;187;317;460;162;201;231;409;201;520;318;383
"'9504";"Video game consoles and machines, table or parlour games, incl. pintables, billiards, special ...";33;97;102;37;34;715;19;28;505;55;223;43;171;55;84;57;236;49;193;380
"'1006";"Rice";105;0;0;0;3;4193;3451;942;1966;0;436;1085;1205;1029;25;274;231;355;2443;369
"'8417";"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excl. drying ...";20;4;29;0;70;104;492;426;749;678;352;101;167;131;71;116;221;83;221;354
"'9608";"Ball-point pens; felt tipped and other porous-tipped pens and markers; fountain pens, stylograph ...";622;564;2692;2708;2866;438;269;265;177;303;424;569;486;704;744;704;1233;288;193;350
"'3215";"Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid";54;4;88;310;422;446;513;126;557;80;206;871;625;309;508;725;1047;238;232;346
"'8437";"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; machinery ...";24;73;60;9;0;0;58;166;89;20;87;126;134;149;89;50;283;138;105;341
"'8482";"Ball or roller bearings (excl. steel balls of heading 7326); parts thereof";67;65;63;29;96;238;86;128;82;177;855;528;454;94;195;266;339;326;219;338
"'1207";"Other oil seeds and oleaginous fruits, whether or not broken (excl. edible nuts, olives, soya ...";90;423;342;360;308;235;610;463;1359;340;1605;711;682;600;793;477;667;883;900;332
"'2004";"Vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen (excl. preserved ...";127;244;169;607;736;699;586;217;90;127;184;191;243;287;99;236;331;286;5307;330
"'3802";"Activated carbon; activated natural mineral products; animal black, whether or not spent";102;0;2370;88;3730;3153;2163;0;0;0;18;5;2;505;123;122;346;151;166;330
"'2828";"Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites";29;30;26;38;39;40;106;43;63;38;38;54;46;80;61;106;185;268;212;321
"'8609";"Containers, incl. containers for the transport of fluids, specially designed and equipped for ...";22;11;15;37;24;51;220;264;155;96;200;825;124;238;255;530;326;574;560;319
"'8203";"Files, rasps, pliers, incl. cutting pliers, pincers and tweezers for non-medical use, metal-cutting ...";162;176;92;144;178;175;138;157;190;128;281;205;120;94;102;130;115;80;149;316
"'5211";"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...";727;1245;1048;1159;1105;5180;3330;3229;787;486;392;1169;1543;1746;581;573;1020;916;698;316
"'3912";"Cellulose and its chemical derivatives, n.e.s., in primary forms";5;23;0;0;7;24;65;33;42;1;60;30;18;42;20;4;200;27;300;314
"'7608";"Aluminium tubes and pipes (excl. hollow profiles)";4;1;10;389;976;423;65;0;35;7512;947;1216;1404;1468;1304;812;616;176;60;313
"'8311";"Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, ...";791;734;967;806;692;641;847;817;677;1412;2159;2060;1089;1270;1174;1163;1081;488;399;312
"'8461";"Machine tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear ...";2;6;320;1627;76;39;347;125;32;169;204;47;44;38;55;48;79;342;720;310
"'0101";"Live horses, asses, mules and hinnies";108;100;55;105;174;83;60;79;61;180;72;127;183;78;493;228;143;82;601;307
"'9703";"Original sculptures and statuary, in any material";17;17;4;33;2;0;15;277;151;514;235;726;1935;215;831;309;608;242;582;307
"'8511";"Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition ...";980;781;731;495;495;261;134;196;323;521;2638;7450;1501;448;308;340;242;365;261;293
"'5506";"Synthetic staple fibres, carded, combed or otherwise processed for spinning";3;286;180;1368;771;351;6;176;4;18;44;14;0;0;0;0;16;0;5;289
"'8514";"Industrial or laboratory electric furnaces and ovens, incl. those functioning by induction ...";19;15;29;95;7;52;50;255;510;291;356;368;403;396;406;238;217;2091;3357;286
"'8465";"Machine tools, incl. machines for nailing, stapling, glueing or otherwise assembling, for working ...";263;92;111;194;1251;282;235;922;740;1165;602;658;1038;187;231;2235;447;535;901;285
"'7503";"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ...";304;416;148;368;4;0;84;85;134;124;224;245;226;106;128;1;166;1;176;280
"'0202";"Meat of bovine animals, frozen";3;8;0;0;0;50;129;175;23;416;0;125;91;422;264;543;212;42;28;277
"'7005";"Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, ...";2;3;0;2;2;0;1;404;694;932;842;1098;1271;313;415;301;15;6;5;276
"'2853";"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;19;0;4;0;273
"'4809";"Carbon paper, self-copy paper and other copying or transfer papers, incl. coated or impregnated ...";2;9;1193;2456;469;290;75;142;0;6;0;54;5;4;19;12;71;184;63;270
"'0803";"Bananas, incl. plantains, fresh or dried";0;0;0;0;0;0;18;194;58;1;37;55;10;31;50;87;79;79;262;267
"'9006";"Photographic cameras, photographic flashlight apparatus and flashbulbs (excl. discharge lamps ...";1;7;174;192;139;35;38;0;7;1;114;105;118;159;420;437;802;39;35;261
"'6903";"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods, ...";40;84;23;14;20;61;0;4;99;403;392;310;88;392;497;437;254;182;235;257
"'5514";"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...";8594;1557;7910;4818;3383;2768;1088;939;1140;344;575;275;780;356;821;398;295;384;435;256
"'8509";"Electromechanical domestic appliances, with self-contained electric motor; parts thereof (excl. ...";1;7;195;397;385;101;864;154;57;118;64;207;228;83;46;42;252;373;291;256
"'6601";"Umbrellas and sun umbrellas, incl. walking-stick umbrellas, garden umbrellas and similar umbrellas ...";12;138;493;769;6534;8201;787;42;315;172;196;146;47;181;203;296;239;58;145;253
"'2815";"Sodium hydroxide ""caustic soda"", potassium hydroxide ""caustic potash""; peroxides of sodium ...";1110;1797;1194;569;1340;806;2839;2822;1888;249;1050;68;24;43;119;82;77;47;100;253
"'2306";"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...";137;416;3;21;3;150;66;168;2000;1232;98;231;436;325;122;303;832;505;328;252
"'9607";"Slide fasteners and parts thereof";1180;857;480;582;1482;914;906;999;380;490;487;753;596;575;369;407;721;505;360;252
"'3916";"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...";1747;1412;595;442;1134;1730;1526;2032;2505;1170;1699;2343;1352;2355;2399;2912;1976;3161;146;240
"'2916";"Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, ...";5;13;26;42;33;53;45;63;91;86;115;134;110;134;144;208;165;194;240;240
"'5204";"Cotton sewing thread, whether or not put up for retail sale";8;85;18;9;74;86;210;37;88;4;70;555;547;309;382;394;306;1072;434;240
"'7406";"Powders and flakes, of copper (excl. grains of copper and spangles of heading 8308)";22;18;583;2451;2727;2185;27;0;0;0;162;117;105;202;205;595;156;89;64;230
"'5703";"Carpets and other textile floor coverings, incl. turf, tufted ""needle punched"", whether or ...";912;894;933;1017;832;752;746;575;265;326;318;704;965;741;195;584;455;462;946;228
"'7313";"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...";1;4;15;14;11;8;2;162;11;87;20;3;7;2;25;38;56;9;170;224
"'8457";"Machining centres, unit construction machines ""single station"" and multi-station transfer machines ...";0;0;0;351;0;8;0;25;0;0;0;20;107;12;132;3;16;1501;198;222
"'4419";"Tableware and kitchenware, of wood (excl. interior fittings, ornaments, coopers' products, ...";44;84;81;33;41;147;139;146;100;147;60;100;83;99;150;189;209;198;311;222
"'0409";"Natural honey";1;1;7;18;6;38;45;28;137;99;80;68;200;315;123;274;273;239;147;222
"'0506";"Bones and horn-cores and their powder and waste, unworked, defatted, simply prepared, treated ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220
"'4010";"Conveyor or transmission belts or belting, of vulcanised rubber";17;17;50;24;65;31;21;132;37;113;45;80;121;471;266;216;310;120;148;219
"'4407";"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...";58;13;80;2;36;0;198;145;149;23;10;7;134;86;41;53;52;39;25;217
"'5203";"Cotton, carded or combed";10;135;12;0;42;16;0;0;1;2;3;15;0;1;0;0;0;142;147;214
"'8406";"Steam turbines and other vapour turbines; parts thereof";0;0;0;0;0;0;0;0;0;0;0;1395;0;16;31;0;0;208;0;210
"'6901";"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...";16;25;13;115;88;39;1;0;3;0;0;0;0;6;9;40;116;131;291;209
"'2517";"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ...";1310;1119;982;1078;1577;700;1429;450;444;394;546;706;289;709;1154;1211;1002;343;546;209
"'8442";"Machinery, apparatus and equipment (other than the machines of headings 8456 to 8465) for preparing ...";18;28;68;24;17;15;47;40;84;119;71;82;80;211;96;149;353;203;273;205
"'8307";"Flexible tubing of base metal, with or without fittings";1;23;1;10;26;146;537;23;33;40;81;107;69;96;38;99;187;42;38;203
"'4902";"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...";68;62;101;167;185;355;181;241;780;498;1190;1449;1113;971;767;875;638;98;42;203
"'4802";"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...";424;72;216;280;827;356;1804;1138;933;255;553;208;288;327;161;287;386;115;351;202
"'2804";"Hydrogen, rare gases and other non-metals";0;19;1730;1499;371;195;110;197;75;33;144;13;33;36;39;88;47;28;28;202
"'4502";"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ...";491;1018;474;406;230;145;89;89;159;233;231;375;178;22;185;483;180;31;41;189
"'4002";"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; ...";3;50;0;167;353;131;130;15;8;16;0;11;125;107;257;389;222;207;289;189
"'9617";"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)";0;2;3;1;0;12;1;3;4;1;1;47;125;17;8;65;34;50;39;189
"'7301";"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; ...";0;0;0;23;11;3;0;0;0;0;43;0;106;0;0;0;0;0;516;186
"'6213";"Handkerchiefs, of which no side exceeds 60 cm (excl. knitted or crocheted)";769;621;413;447;373;495;1;4;2;16;39;148;25;21;43;192;170;547;303;184
"'8506";"Primary cells and primary batteries, electrical; parts thereof (excl. spent)";6;44;9;22;15;690;934;1218;1265;1326;1415;1016;578;647;446;508;430;513;176;184
"'4302";"Tanned or dressed furskins, incl. heads, tails, paws and other pieces, scraps and remnants, ...";0;0;0;1;15;2;2002;5042;6498;3541;2151;1744;1283;687;727;830;705;166;303;184
"'6905";"Roofing tiles, chimney pots, cowls, chimney liners, architectural ornaments and other ceramic ...";17;82;38;24;106;45;87;43;67;115;101;53;16;48;61;347;185;206;30;182
"'4008";"Plates, sheets, strip, rods and profile shapes, of vulcanised rubber (excl. hard rubber)";14;71;271;77;68;36;17;78;45;115;28;109;32;20;271;210;60;282;88;179
"'7215";"Bars and rods, of iron or non-alloy steel, cold-formed or cold-finished, whether or not further ...";0;0;2;40;109;0;4;19;9;196;264;189;0;264;98;47;97;105;206;178
"'5212";"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...";145;258;140;974;1696;3421;2214;1016;775;256;671;633;224;127;46;143;131;993;147;178
"'4805";"Other paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...";999;921;1324;866;1754;1196;1102;1456;3779;1153;1352;1031;1347;1188;1342;241;174;73;167;173
"'8505";"Electromagnets (excl. magnets for medical use); permanent magnets and articles intended to ...";7;12;0;41;190;143;231;360;252;948;1304;252;329;479;403;3306;1388;213;420;172
"'8450";"Household or laundry-type washing machines, incl. machines which both wash and dry; parts thereof";93;182;120;0;28;128;139;54;123;109;14;172;20;60;150;59;199;123;189;168
"'2834";"Nitrites; nitrates";13;4;1;21;0;0;46;17;17;54;104;0;20;31;26;76;79;23;216;168
"'4015";"Articles of apparel and clothing accessories, incl. gloves, mittens and mitts, for all purposes, ...";2;13;773;655;114;121;529;179;33;45;110;57;64;38;76;88;84;470;129;166
"'4113";"Leather further prepared after tanning or crusting ""incl. parchment-dressed leather"", of goats ...";321;187;71;3950;9163;3854;2841;465;1618;1474;1589;2040;950;1060;289;221;139;65;40;166
"'7315";"Chain and parts thereof, or iron or steel (excl. watch chains, necklace chains and the like, ...";26;4;27;191;59;42;21;19;129;34;75;90;24;34;46;109;66;76;55;165
"'9020";"Breathing appliances and gas masks (excluding protective masks having neither mechanical parts ...";0;0;1;0;1;9;49;0;12;37;267;258;359;115;110;159;161;404;166;165
"'8452";"Sewing machines (other than book-sewing machines of heading 8440); furniture, bases and covers ...";832;677;3644;1140;3583;1761;1637;771;821;883;276;296;396;318;609;948;356;305;817;163
"'0405";"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy ...";0;70;93;468;430;911;98;319;83;13;126;426;82;423;522;56;49;28;132;163
"'9402";"Medical, surgical, dental or veterinary furniture, e.g. operating tables, examination tables, ...";101;124;112;161;311;954;1707;2428;417;167;145;229;143;636;561;366;632;337;321;158
"'6902";"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excl. ...";570;625;836;1278;1193;1538;1063;454;701;568;543;520;423;55;141;88;133;101;249;157
"'8456";"Machine tools for working any material by removal of material, by laser or other light or photon ...";0;62;4;0;706;0;12;0;0;163;9;34;15;130;59;62;500;101;374;154
"'8533";"Electrical resistors, incl. rheostats and potentiometers (excl. heating resistors); parts thereof";22;9;24;25;1681;909;1181;716;923;909;799;548;388;436;285;95;159;62;70;152
"'3822";"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...";49;76;9;13;34;57;142;109;76;61;91;75;42;26;21;60;79;58;500;151
"'6303";"Curtains, incl. drapes, and interior blinds; curtain or bed valances of all types of textile ...";2559;1481;1516;1714;1372;1423;2357;1662;1146;678;377;334;309;404;550;493;421;292;359;150
"'6001";"Pile fabrics, incl. ""long pile"" fabrics and terry fabrics, knitted or crocheted";123;7;147;389;219;87;328;252;356;65;34;148;45;159;393;575;170;462;278;150
"'5510";"Yarn of artificial staple fibres (excl. sewing thread and yarn put up for retail sale)";96;556;601;601;2426;1213;706;1041;1039;1167;328;35;38;41;91;159;4;197;4;149
"'2601";"Iron ores and concentrates, incl. roasted iron pyrites";0;7;366;277;708;285;527;467;296;9054;9877;957;213;1614;1874;265;280;259;579;147
"'1105";"Flour, meal, powder, flakes, granules and pellets of potatoes";1;0;0;0;0;35;0;2;8;13;13;0;0;0;0;7;134;31;144;145
"'2903";"Halogenated derivatives of hydrocarbons";4;1;37;0;8;11;5;6;79;368;178;229;15;110;161;696;137;192;136;145
"'8206";"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale";0;7;3;11;15;13;10;2112;136;35;63;27;143;30;135;398;218;108;95;142
"'3507";"Enzymes; prepared enzymes, n.e.s.";18;24;87;0;19;45;21;67;96;107;92;110;208;239;172;151;42;153;169;140
"'7412";"Copper tube or pipe fittings ""e.g., couplings, elbows, sleeves""";19;87;56;68;57;123;478;21;8;52;98;178;90;110;118;147;142;90;90;138
"'5401";"Sewing thread of man-made filaments, whether or not put up for retail sale";90;134;154;191;143;139;432;266;156;131;262;290;266;110;272;363;382;191;184;131
"'2808";"Nitric acid; sulphonitric acids";0;41;23;148;0;4;1;0;0;3;8;3;2;1;24;17;16;34;23;131
"'1001";"Wheat and meslin";1731;51;32;0;26;17;176;159;315;430;0;61;97;91;241;1;52;12;54;127
"'5513";"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...";2227;1337;2201;310;1890;2360;368;193;1517;1637;109;237;224;180;465;169;146;209;337;126
"'3006";"Pharmaceutical preparations and products of subheadings 3006.10.10 to 3006.93.00";782;1229;1093;1291;2125;1986;2273;1901;1812;2036;1516;2559;3773;3342;3912;5758;509;509;332;125
"'7305";"Tubes and pipes, having circular cross-sections and an external diameter of > 406,4 mm, of ...";0;2229;3579;2615;3378;1966;1462;1372;1413;1317;1130;1028;54;47;281;9;963;139;283;119
"'5811";"Quilted textile products in the piece, composed of one or more layers of textile materials ...";1;15;6;177;351;585;1028;162;1844;1008;90;173;163;244;425;500;458;465;232;118
"'9013";"Lasers (excl. laser diodes); other optical appliances and instruments, n.e.s. in chapter 90";0;0;0;0;1;7;70;20;0;21;0;3;71;66;30;186;198;46;78;118
"'7605";"Aluminium wire (excl. stranded wire, cables, plaited bands and the like and other articles ...";15;27;61;377;792;572;658;752;794;184;7;17;47;2;17;192;298;16;203;116
"'3203";"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ...";0;4;2;24;0;5;147;8;6;33;0;0;0;1;219;29;16;69;121;116
"'9023";"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...";12;0;9;10;7;11;295;184;233;13;104;100;122;695;395;1152;314;33;58;116
"'1401";"Vegetable materials of a kind used primarily for plaiting, e.g. bamboos, rattans, reeds, rushes, ...";28;24;8;21;25;2;2;0;0;1;2;5;3;124;15;6;52;78;134;115
"'8208";"Knives and cutting blades, of base metal, for machines or for mechanical appliances";2;15;19;127;213;72;40;59;56;25;55;44;67;71;133;141;113;46;100;115
"'2847";"Hydrogen peroxide, whether or not solidified with urea";2;0;0;0;0;0;0;0;0;5;10;0;8;48;31;70;51;147;132;114
"'8530";"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland ...";27;14;514;3;325;153;720;5673;11653;17493;7284;13097;13725;5608;10425;131;93;22;104;112
"'7302";"Railway or tramway track construction material of iron or steel, the following : rails, check-rails ...";187;2224;0;7;0;121;6;18;13;26;2;293;623;2;57;163;88;170;118;109
"'5210";"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...";596;390;249;403;557;1546;593;487;262;250;327;335;195;370;266;435;105;231;107;105
"'8534";"Printed circuits";73;769;479;497;1562;1721;684;394;682;1142;751;724;198;130;230;491;467;197;195;104
"'2807";"Sulphuric acid; oleum";384;96;8;29;34;32;20;12;15;13;15;8;9;6;2;41;3;12;122;103
"'7213";"Bars and rods of iron or non-alloy steel, hot-rolled, in irregularly wound coils";10;2787;2201;2192;73;371;34;161;42;73;449;27;143;2505;12335;27707;7123;10;20887;101
"'9025";"Hydrometers, areometers and similar floating instruments, thermometers, pyrometers, barometers, ...";4;14;2;80;277;1071;971;2783;2619;1111;680;247;116;96;119;179;109;160;248;101
"'8455";"Metal-rolling mills and rolls therefor; parts of metal-rolling mills";8;14;0;0;0;435;27;0;412;162;0;32;164;306;445;35;197;151;101;100
"'7411";"Copper tubes and pipes";81;175;4;1;408;147;769;1109;449;479;353;235;256;100;304;463;367;309;223;100
"'6806";"Slag-wool, rock-wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed ...";0;0;0;10;21;22;42;149;22;42;5;2;4;18;74;286;66;142;355;97
"'4012";"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, ...";36;50;11;34;13;72;56;45;31;71;95;11;15;4;35;25;89;9;99;96
"'8460";"Machine tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise ...";16;5;2;0;1;148;6;18;27;241;3;38;23;42;347;45;138;88;79;95
"'8310";"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, ...";71;90;46;59;20;255;1146;1440;2173;2514;2686;2115;1166;844;241;376;177;267;303;94
"'7228";"Other bars and rods of alloy steel other than stainless, angles, shapes and sections of alloy ...";13;0;0;0;32;0;15;1;1;0;148;132;16;24;14;44;13;28;134;94
"'4411";"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...";18;5;8;165;99;1;3;62;6;38;46;8;44;92;5;12;114;26;220;93
"'0604";"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...";60;25;49;30;91;416;40;120;131;107;927;506;61;43;8;266;170;19;99;93
"'2905";"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives";1;20;2;3;0;6;2;26;11;13;7;53;2;19;26;21;59;9;17;92
"'8204";"Hand-operated spanners and wrenches, incl. torque meter wrenches (excl. tap wrenches), of base ...";11;15;17;24;33;12;15;8;232;55;238;59;64;82;89;237;57;48;76;91
"'8436";"Agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, incl. germination ...";2;0;46;80;154;16;0;13;0;56;130;304;79;196;138;99;42;27;93;90
"'8459";"Machine tools, incl. way-type unit head machines, for drilling, boring, milling, threading ...";83;13;7;4;51;809;31;453;0;181;11;84;281;297;150;227;174;38;554;90
"'4410";"Particle board, oriented strand board ""OSB"" and similar board ""e.g. waferboard"" of wood or ...";0;11;20;277;4;12;181;3;23;1;39;2;66;115;40;86;27;23;116;90
"'2805";"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed ...";0;0;335;0;0;0;0;0;1;4;2;0;0;0;245;152;82;51;44;89
