"Code";"Product label";"Exported value in 2003";"Exported value in 2004";"Exported value in 2005";"Exported value in 2006";"Exported value in 2007";"Exported value in 2008";"Exported value in 2009";"Exported value in 2010";"Exported value in 2011";"Exported value in 2012";"Exported value in 2013";"Exported value in 2014";"Exported value in 2015";"Exported value in 2016";"Exported value in 2017";"Exported value in 2018";"Exported value in 2019";"Exported value in 2020";"Exported value in 2021";"Exported value in 2022"
"'330300";"Perfumes and toilet waters (excl. aftershave lotions, personal deodorants and hair lotions)";268;265;16354;25169;22376;34836;36213;29684;29817;18141;14381;15123;11189;12696;15238;18332;16816;14867;20955;32330
"'520942";"Denim, containing >= 85% cotton by weight and weighing > 200 g/m�, made of yarn of different ...";13965;23326;18706;15059;23815;42335;29780;29050;42903;39856;37449;0;30187;28153;31875;28637;23974;18043;27385;30021
"'611030";"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...";153377;135905;124357;126104;116353;126489;111136;106728;105974;65875;59236;61207;46253;51212;55394;53196;34668;30154;32572;29300
"'640391";"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, ...";11942;10449;22013;28689;29888;38925;42661;41271;44049;30401;34454;41956;30291;29784;34378;43635;33735;24378;31543;28906
"'841290";"Parts of non-electrical engines and motors, n.e.s.";0;10;60;3;0;113;0;0;361;0;0;1;123;179;6;3491;57086;46379;40654;28882
"'210111";"Extracts, essences and concentrates, of coffee";16244;15991;15673;21384;28614;29811;32850;27059;26885;30039;24733;25569;22747;24374;27890;31009;27487;31642;27623;28823
"'040719";"Fertilised birds' eggs for incubation (excl. of domestic fowls)";0;0;0;0;0;0;0;0;0;0;0;0;7073;3606;8085;8514;9938;16983;24923;28728
"'130232";"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...";14177;20919;24888;18388;14936;12987;12085;15972;14375;12554;16256;17013;10223;12511;4964;803;405;127;19428;28183
"'620343";"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excl. ...";63569;69650;60230;59252;57963;51356;45345;41097;38771;20940;20286;22187;17139;21252;23409;23108;22128;14459;25536;27976
"'481910";"Cartons, boxes and cases, of corrugated paper or paperboard";2178;7706;9538;7467;19926;1732;4990;17124;21477;11852;10151;20245;20557;17682;20740;20904;20784;21596;26748;27777
"'610442";"Women's or girls' dresses of cotton, knitted or crocheted (excl. petticoats)";3066;4152;3771;3583;7279;10358;11032;16277;11673;6609;6673;7628;5930;8151;8572;8453;6608;6615;15753;27608
"'441239";"Plywood consisting solely of sheets of wood <= 6 mm thick, with both outer plies of coniferous ...";0;0;0;0;0;0;0;0;0;0;0;0;5663;10510;14267;13938;16705;14827;21239;27387
"'151010";"Crude olive pomace oil ""EU cat. 6"", obtained solely from olives, untreated";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27209
"'392310";"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics";231;393;211;126;523;629;1591;2345;6252;9307;11567;15564;8349;5633;8358;14001;14217;16004;24886;27166
"'610620";"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres, knitted or crocheted ...";31367;39761;30626;37344;60225;41962;39257;44718;41295;35355;40143;38434;37527;35784;33544;28494;39884;40567;32351;27136
"'400941";"Tubes, pipes and hoses, of vulcanised rubber (excl. hard rubber), reinforced or otherwise combined ...";0;0;0;4;0;0;0;0;16;3;0;0;0;0;23;100;160;3704;17619;25529
"'620530";"Men's or boys' shirts of man-made fibres (excl. knitted or crocheted, nightshirts, singlets ...";26642;25105;22250;22399;20946;24073;37982;44306;37758;42232;40317;34569;20701;22712;27105;38549;36450;27001;29688;25464
"'260200";"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...";54;10;1369;2844;7273;24274;11395;16851;10971;16742;22123;12714;13392;21147;17295;20555;14677;25349;24932;25110
"'844399";"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excl. of ...";0;0;0;0;0;0;0;0;0;0;0;0;20380;21867;27096;26160;26740;23250;23069;25057
"'390761";"Poly""ethylene terephthalate"", in primary forms, having a viscosity number of >= 78 ml/g";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;425;1110;773;6177;24872
"'420221";"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...";8126;8442;10915;11920;13708;15516;12574;14815;14693;16752;18796;21748;19377;22075;24138;24429;23105;16632;20290;24144
"'853620";"Automatic circuit breakers for a voltage <= 1.000 V";1373;1582;2348;1721;3738;5618;5871;9555;8989;9407;4383;8853;8227;5452;7292;13101;23225;24971;25567;23980
"'740321";"Copper-zinc base alloys ""brass"" unwrought";1732;2036;3298;9619;11925;10529;5797;619;743;645;226;0;1;73;189;759;3097;9126;34060;23664
"'030359";"Frozen anchovies ""Engraulis spp."", Indian mackerels ""Rastrelliger spp."", seerfishes ""Scomberomorus ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1474;1793;3015;4265;15217;23430
"'030742";"Cuttle fish and squid, live, fresh or chilled, with or without shell";0;0;0;0;0;0;0;0;0;0;0;0;0;0;11446;7994;20446;30967;45569;23196
"'030219";"Fresh or chilled salmonidae (excl. trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...";21233;19948;28775;25043;21702;18517;20785;16166;13593;14146;13742;18841;12815;9606;11397;14694;14099;10679;24085;23168
"'391721";"Rigid tubes, pipes and hoses, of polymers of ethylene";0;1;0;0;56;102;34;121;91;295;2258;597;4544;7279;2627;1349;2866;3233;9776;23104
"'130231";"Agar-agar, whether or not modified";18438;19855;19500;22780;26847;22471;20162;22968;21152;23980;28540;25719;24301;26470;30713;34034;29241;27313;23795;23049
"'610342";"Men's or boys' trousers, bib and brace overalls, breeches and shorts of cotton, knitted or ...";8022;8495;7738;7214;6377;7264;12381;4863;9417;109819;59526;47584;27893;20298;21965;23426;24243;18311;21925;22922
"'701090";"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...";141;87;101;371;158;79;233;649;797;5120;3992;5192;3989;5534;4488;6780;7089;6677;9652;22846
"'330499";"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...";2692;2213;3142;3013;3585;5329;3788;8917;15184;7801;19102;34862;28529;31073;38960;39122;38426;15585;16754;22693
"'870880";"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...";13;7;31;1;6;26;22;14;9;67;16;132;26;131;35;166;5434;25816;22751;22503
"'283525";"Calcium hydrogenorthophosphate ""dicalcium phosphate""";0;0;0;0;0;0;0;0;0;0;0;278;4506;5715;10245;7806;2619;3583;5856;22097
"'070310";"Fresh or chilled onions and shallots";238;1045;1182;3519;1935;1398;1839;3308;3975;5603;10333;11413;8147;9050;7557;11938;10401;15652;20198;21682
"'640291";"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excl. waterproof ...";210;190;125;1910;4134;5293;5362;6332;8933;7452;13555;11131;11141;8836;13679;12720;15039;12171;25137;21471
"'240210";"Cigars, cheroots and cigarillos containing tobacco";11;0;0;358;0;517;586;12352;21899;639;20716;57377;46788;42749;48295;57531;66509;12051;11621;21205
"'090230";"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...";1013;1568;1942;2573;3504;4392;4003;5532;9235;8578;10088;11988;10822;15391;14602;18153;20268;15452;18558;21038
"'610711";"Men's or boys' underpants and briefs of cotton, knitted or crocheted";24236;20825;10762;10324;12109;13218;5662;5445;7122;4499;1222;1102;803;2114;2441;1236;294;128;9524;20967
"'252910";"Feldspar";0;0;269;610;1085;1289;236;1950;0;0;2522;0;0;1;134;86;400;2676;7134;20954
"'640590";"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...";1072;1120;861;5030;10620;13126;13992;12067;10175;6273;8997;12864;11426;12357;10935;14813;11009;13989;14768;20605
"'854720";"Insulating fittings for electrical purposes, of plastics";893;31;0;1146;1619;203;1090;567;350;619;779;44455;105989;97024;116132;74603;89114;88265;62080;20389
"'690730";"Ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5080;9666;7857;10400;17818;20302
"'150920";"Extra virgin olive oil ""EU cat. 1"" obtained from the fruit of the olive tree solely by mechanical ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20271
"'851240";"Electrical windscreen wipers, defrosters and demisters, for motor vehicles";1;0;1;0;0;0;6091;0;2;2882;3965;40;233;5549;8851;11058;15487;18009;18040;20192
"'330129";"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excl. those of citrus ...";10003;9746;7381;10663;11965;15228;13879;17834;17471;13321;18219;19956;17944;23629;30464;28961;26502;21148;24899;19879
"'051191";"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead fish, crustaceans, ...";21;31;52;56;299;101;1756;6145;3024;5348;6164;8857;13736;8349;762;2295;3851;3157;1960;19588
"'030349";"Frozen tunas of the genus ""Thunnus"" (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, ...";72;125;98;0;234;41;45;82;74;201;45;249;64;35;0;0;0;2;17727;19337
"'830230";"Base metal mountings, fittings and similar articles suitable for motor vehicles (excl. hinges ...";19;9;2;1;10;4;52;1;1;14;29;1196;2059;2863;3417;6624;6187;15374;17673;19139
"'130219";"Vegetable saps and extracts (excl. liquorice, hops, opium and ephedra)";27;15;86;188;258;407;192;240;297;269;784;7050;9563;13813;19172;28975;30417;42167;27394;19039
"'170490";"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)";1676;3288;5608;7171;8718;11251;12168;13032;16017;21995;31925;43320;30718;33087;28119;18884;19442;14497;20654;18806
"'252010";"Gypsum; anhydrite";2523;3084;3334;3582;3575;3925;2618;2442;2431;3297;3875;4303;3634;4013;4846;6812;12386;14052;21451;18589
"'903289";"Regulating or controlling instruments and apparatus (excl. hydraulic or pneumatic, manostats, ...";37347;12166;14967;22370;16820;20896;14669;13058;3309;274;4773;5718;10796;12897;12013;21254;32751;21946;15177;18577
"'620690";"Women's or girls' blouses, shirts and shirt-blouses of textile materials (excl. of silk, silk ...";9034;7514;7005;7679;12674;8722;6083;8923;6246;12555;4988;8733;5963;6678;7254;12153;18952;10031;23936;18495
"'570210";"Kelem, Schumacks, Karamanie and similar hand-woven rugs, whether or not made up";2843;4604;5540;6113;4814;4569;3760;4626;4794;4625;5726;8358;9290;10384;12580;15004;11702;10200;15265;18367
"'730820";"Towers and lattice masts, of iron or steel";71;1322;2867;2068;1661;2730;1926;1881;4085;8262;8265;9267;11536;10446;11973;18323;29812;19800;15513;18063
"'620311";"Men's or boys' suits of wool or fine animal hair (excl. knitted or crocheted, tracksuits, ski ...";32634;34152;32968;35434;44879;42106;29680;24376;31597;32767;35589;27417;12842;13646;24945;24385;21087;10926;9254;17859
"'261610";"Silver ores and concentrates";1;0;0;0;0;0;0;860;0;0;0;740;1647;2127;3202;10;1958;4966;19308;17790
"'070700";"Cucumbers and gherkins, fresh or chilled";1230;1393;1732;3535;4618;1886;1832;1892;1827;3482;4072;9643;9277;7550;3810;5371;5314;5458;9356;17762
"'611120";"Babies' garments and clothing accessories of cotton, knitted or crocheted (excl. hats)";14809;12579;9724;9094;7601;5352;4462;2538;3406;3004;2823;2764;6647;10310;11560;9329;7163;3934;18639;17686
"'550510";"Waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock";2835;3257;5195;5302;6584;5979;4737;5204;10555;3757;4361;6770;4126;4920;4459;4157;2117;3405;10407;17443
"'701919";"Glass fibre cakes ""textile cakes"" and chopped glass fibre strands of a length >50mm";0;0;1;0;0;0;0;0;30;0;8;179;1420;931;2014;2317;3962;7112;14045;17257
"'621143";"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excl. knitted or ...";6789;8013;9771;75761;14641;13737;11436;10318;8793;8722;12369;13090;22389;25409;32234;29842;19350;17930;15632;17255
"'620333";"Men's or boys' jackets and blazers of synthetic fibres (excl. knitted or crocheted, and wind-jackets ...";7279;11735;10500;12340;9834;8328;11772;10029;15195;20737;20112;18995;20856;20690;23752;20532;22572;9595;13384;17104
"'630190";"Blankets and travelling rugs of textile materials (excl. of wool or fine animal hair, cotton ...";1958;5589;7485;8190;5057;3420;19717;84104;74748;87953;22130;4514;3476;5586;7321;8472;8979;9585;14937;16927
"'150940";"Virgin olive oil ""EU cat. 3"" obtained from the fruit of the olive tree solely by mechanical ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16580
"'300410";"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...";645;756;524;654;963;591;744;609;869;347;0;26;0;117;269;398;2781;7816;12020;16038
"'740200";"Copper, unrefined; copper anodes for electrolytic refining";0;0;0;0;0;1;3;27;186;5695;5715;1151;0;0;96;115;0;376;16861;15995
"'680292";"Calcareous stone, in any form (excl. marble, travertine and alabaster, tiles, cubes and similar ...";3;3;0;1;0;0;1;1;3;4;1;368;0;5737;8266;11521;9998;11687;17400;15993
"'620341";"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...";12680;10280;11827;13088;13583;13573;11230;10204;9786;4761;7885;18574;19351;22698;18888;19803;14069;9229;10345;15811
"'852589";"Television cameras, digital cameras and video camera recorders (excl. high-speed, radiation-hardened ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15811
"'870891";"Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more ...";5022;5580;5144;4315;3593;1500;230;287;364;263;254;203;207;152;178;201;1219;19957;12509;15695
"'620130";"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks, incl. ski jackets, wind-cheaters, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15615
"'220299";"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;9180;10310;10625;9631;15493;15576
"'630533";"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like ...";892;354;1537;2850;3302;2838;736;1351;1066;5306;6512;7622;7884;3858;7114;5367;7946;8146;12035;15461
"'200190";"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ...";5553;6509;6218;6200;8474;10646;10788;10689;10598;12786;13164;15008;13395;14560;17177;17032;14286;13589;11196;15189
"'252020";"Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or ...";940;1229;2028;2154;3165;3925;2628;3536;3334;4552;8210;8185;7119;7778;7377;6248;7617;10758;13125;15165
"'420100";"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ...";1210;1721;2179;2438;2750;3007;2542;3511;4378;4447;5621;5728;5368;10466;12309;14143;12990;11997;16127;14985
"'620220";"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks, incl. ski jackets, wind-cheaters, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14955
"'190219";"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs";39;34;38;73;95;293;263;556;843;724;958;1383;1661;3767;4338;6206;8053;7524;10209;14914
"'710812";"Gold, incl. gold plated with platinum, unwrought, for non-monetary purposes (excl. gold in ...";21494;16298;18771;20501;13275;18952;39964;114297;37903;27338;18733;56728;41218;29232;27267;22613;23845;16066;16283;14865
"'850710";"Lead-acid accumulators of a kind used for starting piston engine ""starter batteries"" (excl. ...";197;734;976;302;708;1478;357;29;357;5;3644;3795;6501;5596;8659;11540;9680;10298;10721;14656
"'090921";"Coriander seeds, neither crushed nor ground";0;0;0;0;0;0;0;0;0;0;0;0;8844;7712;7787;7303;9466;10837;15211;14241
"'630293";"Toilet linen and kitchen linen of man-made fibres (excl. floorcloths, polishing cloths, dishcloths ...";23;23;16;18;52;257;851;766;5833;10015;12167;10073;7021;5220;6317;5336;9882;5797;9788;14226
"'040630";"Processed cheese, not grated or powdered";41858;48549;72627;97034;97675;94189;94766;91601;89678;113454;139991;125200;104571;93366;64681;56628;50494;28722;20279;14121
"'250100";"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ...";1508;3414;3862;6730;2790;3499;6072;10273;27345;4638;11908;10705;14444;14002;11812;20567;22691;5711;6477;14068
"'090210";"Green tea in immediate packings of <= 3 kg";899;1245;2286;2981;3413;5118;4861;6879;10653;8504;9869;11531;11070;13015;11948;16483;14689;11211;13202;14045
"'853669";"Plugs and sockets for a voltage <= 1.000 V (excl. lamp holders)";5402;4711;4055;7303;8236;8076;8543;7024;8194;9471;13800;14860;13769;12017;11936;16543;18494;14924;17250;13936
"'190230";"Pasta, cooked or otherwise prepared (excl. stuffed)";18;4;11;1;96;336;55;54;84;133;796;1867;3135;1775;2397;3332;5037;7001;7220;13733
"'610323";"Men's or boys' ensembles of synthetic fibres, knitted or crocheted (excl. ski ensembles and ...";1901;1172;1482;183;1134;242;27;2;15448;20105;16879;18962;14021;11054;11462;9881;9888;7611;12417;13598
"'620459";"Women's or girls' skirts and divided skirts of textile materials (excl. of wool, fine animal ...";44018;38001;33643;28939;24438;27505;28408;32501;25587;18144;16589;20463;19288;14476;12846;18775;19704;13267;15332;13593
"'392190";"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...";539;477;882;1294;1364;969;353;89;352;124;325;5969;13575;13469;16682;19051;15191;15146;15534;13473
"'853720";"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...";0;316;1118;1992;1505;339;370;1573;1583;2130;1723;4735;3773;3364;5665;15614;10248;17563;10835;13455
